sentences	ADR	WD	EF	INF	SSI	DI
I'm very glad that I persisted with my opinion regarding the dosage.	0	0	0	0	0	0
I currently take 200mg.	0	0	0	0	0	0
I just wish Effexor didn't stuff around with the sex drive.	0	0	0	0	0	0
I must have developed a tolerance however, as my dosage was increased and now my doc is transitioning me to Lexapro.	0	0	0	1	0	0
ACCELERATED weight gain, initial night sweats, initial sleepiness.	1	0	0	0	0	0
It definitely alleviated my suicidal thoughts and after 2 months, I felt I was in a grey area rather than deep black.	0	0	1	0	1	1
CARE ABOUT YOURSELF, DON'T TAKE IT!	0	0	0	0	0	0
Cybalta definitely helped with my depression but the side effects really took a toll on me after only a week.	1	0	1	0	1	1
I feel like a person.	0	0	0	0	0	0
The help that it has done for me along with counselling out weighs the side effects by far.	0	0	1	0	0	0
love love love this medicine its made a tremendous difference in my life it doesnt really do anything for my pain but helps alot for my depression and moods.	0	0	1	0	1	1
Could barely walk.	1	0	0	0	0	0
I'll be sure to write back with my experience.	0	0	0	0	0	0
Effexor XR makes being alone perfectly fine and combined with the low sex drive I feel little need to meet people which is not good.	1	0	1	0	0	0
not sure on a decrease.	0	0	0	0	0	0
I think Cymbalta has made me extremely angry at everyone and has made my obsessive thoughts worse!	1	0	0	1	0	0
little dry mouth.	1	0	0	0	0	0
I just went down to 30 and it has been an awfull week.	0	1	0	0	0	0
all subsided within a week.	0	0	0	0	0	0
I didn't feel as lethargic yesterday but didn't go to sleep until 3 a,m.	0	1	0	0	0	0
Now I don't wake up until morning but I am soaked with sweat.	1	0	0	0	0	0
Ever since I have been on it, I have not had one good night sleep.	1	0	0	0	0	0
I literally screamed at a stranger over a parking spot.	1	0	0	0	0	0
I will experience episodes of depression but it's manageable.	0	0	1	0	1	1
I don't even want to think of the darkness that could take me to.	0	1	0	0	0	0
I am trying to cut the dosage down so I can get off the medication.	0	1	0	0	0	0
However, beware!	0	0	0	0	0	0
There's a little bit more lack of concentration on my part which can be mistaken for short attention span because this drug puts me in a state of La La land and it's hard to snap out of it bc it's such a nice place.	1	0	0	0	0	0
I felt like a functioning human being for the first time in years.	0	0	1	0	0	0
It wasn't really helpful for my depression, but then again none of the SSRIs were.	0	0	0	1	1	1
"mosy of my side effects were in the first week or so starting effexor xr and whenever the dosage is raised, i experienced extreme headaches was extremely tired, very nausous, no appetite,a mild ""high"" feeling no sex drive mainly because i was way to tired."	1	0	0	0	0	0
This is my second cycle on Effexor.	0	0	0	0	0	0
And a feeling of eminent doom 24/7)  Like you just saw a dog get hit by a car.	1	0	0	0	0	0
Now my dr put me back on name brand He puts on script that it is medically necesary so my ins covers it.	0	0	0	0	0	0
Insomnia was horrid the first 2-3 days, not sleeping but 2-3 hours each night.	1	0	0	0	0	0
Needless to say I was discouraged, very fearful and skeptical to try Zoloft for my first time.	0	0	0	0	0	0
I now can function.	0	0	1	0	0	0
worked and continues to work like a charm!	0	0	1	0	0	0
I didn't think but about a week later I started having severe pain on my right back side.	0	1	0	0	0	0
is there a higher dosage of zoloft that brings you back to life after 200mg that my doc.	0	0	0	0	0	0
It resolved my depession.	0	0	1	0	1	1
At first, all the usual (dry mouth, dry eyes, tight jaw, dizziness, stoned feeling, nausea) but they went away after a month.	1	0	0	0	0	0
Am weaning off, and is going well.	0	0	0	0	0	0
My doctor took me off it 4 days ago and immediatly switched me over to Wellbutrin XL the next day.	0	0	0	0	0	0
Decreased sex drive (but no problem performing), delayed orgasm (however, orgasms seem a bit more intense), moderate night sweats (primarily legs and groin area), slight tremor in right hand (only briefly and immediately upon waking up).	1	0	0	0	0	0
high blood pressure and high pulse.	1	0	0	0	0	0
I could sleep two days straight and still feel tired.	1	0	0	0	0	0
The 'broken sleep' however is frustrating.	1	0	0	0	0	0
I would never consider taking an antidepressant again.	0	0	0	0	0	0
Hasn't changed my personality, but turned me into the person I'm supposed to be.	0	0	1	0	0	0
Sorry i can't even guess the female libido hit's your taking because your mind and bodies, are way more sensitive	0	0	0	0	0	0
I feel full much sooner when eating than I used to.	1	0	0	0	0	0
Discontinued medication, using Motrin to pre-empt headaches.	0	1	0	0	0	0
It was still helping, just not enough.	0	0	1	0	0	0
Without taking it I would have not been able to achieve the things I have personally or professionally.	0	0	1	0	0	0
Getting someone addicted to this so they have to keep buying it is dangerous.	0	0	0	0	0	0
Withdrawing from this drug has been a nightmare.	0	1	0	0	0	0
I firmly believe that it should not be approved for medical use unless some method of effective test is made to make sure that it won't worsen your state while you're on it, but even more importantly, after you get off of it.	0	0	0	1	0	0
let alone take effexor again.	0	0	0	0	0	0
this drug worked so well along with therapy.	0	0	1	0	0	0
So I figure in my mind that having one tablet to take and only pay for just one lot of medication ($34.20Aud) has to have a plus and only one set of side effects and withdrawal symptoms to cope with is even more a plus.	0	0	0	0	0	0
"The most striking thing about Lexapro compared to other anti-depressants I have taken is that I do not feel ""medicated"" or somehow altered."	0	0	1	0	0	0
"Worse than the worst ""bad trip"" you can imagine."	0	0	0	0	0	0
I tried to go to work but could not.	1	0	0	0	0	0
which is 150 mgs per day taken with cookies.	0	0	0	0	0	0
Bizarre sensations of profound guilt and regret about incidents from the past (childhood to adult), were constantly re-lived and extremely inflated to say the least.	1	0	0	0	0	0
"I am planning to switch back to 

Wellbutrin SR as soon as I can get to my doctor."	0	0	0	0	0	0
Severe stomach cramps, upset stomach, dizziness, spacey.	1	0	0	0	0	0
Nice, Nice	0	0	1	0	0	0
I sleep better.	0	0	1	0	0	0
I woke up after three hours sleep each of the four nights, and could not get back to sleep.	1	0	0	0	0	0
it's the FIRST antiDep i've tried where there's a POSITIVE difference!	0	0	1	0	0	0
I was taking 300mg/day for about a year.	0	0	0	0	0	0
Plenty!	0	0	0	0	0	0
I am pushing the people who I am closest to away.	1	0	0	0	0	0
Seems to make my anxiety worse.	1	0	0	1	1	1
My depression was gone until after about 5 months then the Zoloft just stopped working.	0	0	1	1	1	1
I'm not sure why i'm even getting off it, my mum is keen for me too cause she reckons it's bad long term, But Dr's tell me there's no evidence for that.	0	0	0	0	0	0
My doctor increased my dosage from 60mg to 120mg She had just went to a seminar on the study of cymbalta.	0	0	0	0	0	0
from there on I don't know what I will do b/c celexa seemed to stop working after a year which was why I switched to zoloft.	0	0	0	0	0	0
Horrible withdrawal !	0	1	0	0	0	0
I wasn't depressed, or sad, or happy, or angry.	1	0	0	0	0	0
I went off for a few days and noticed that I was able to have an orgasm again.	0	0	0	0	0	0
I'm still unsure about this med.	0	0	0	0	0	0
The nausea resumed however for nearly a week.	0	0	0	0	0	0
I was on 100 mg for 3 1/2 years when it quit working as well as it had been.	0	0	0	1	0	0
weight gain, dry mouth, decreased libido.	1	0	0	0	0	0
I have never been overweight before.	1	0	0	0	0	0
Delayed orgasm.	1	0	0	0	0	0
Have only been using 3 days, but have experienced No side effects yet-hoping thats a good sign!	0	0	0	0	0	0
major constipation, weight gain, night sweats, excessive sweating (mostly face and head).	1	0	0	0	0	0
I'm bipolar and was experiencing major depression despite my antibipolar meds (which luckily stopped the manic episodes).	0	0	0	0	1	1
This seemed to subside.	0	0	0	0	0	0
I'm too worried about the side effects I'm having.	1	0	0	0	0	0
Helpful with anxiety.	0	0	1	0	1	1
I love the effects of this med, except that now I am noticing weight gain (7lbs in last 2 mo.)	1	0	1	0	0	0
Most had except for the apathy and fatigue .	0	0	0	0	0	0
They pretty much disappeared after two weeks or so.	0	0	0	0	0	0
severe sleep disturbances, abnormal ejaculation, anorexia.	1	0	0	0	0	0
I had some minor gastrointestinal issues.	1	0	0	0	0	0
Over last 6 months: difficulty reaching orgasm (F), loss of impulse control resulting in financial debt, increase in risky behavior, mania, lack of empathy, lack of emotional reactivity (haven't shed a single tear in over 6 months).	1	0	0	0	0	0
Initially helped with depression but after a while just felt spaced out and tired all the time.	1	0	0	1	1	1
Six months later and I don't feel any better.	0	0	0	1	0	0
Very big increase in blood pressure which I had never experienced before.	1	0	0	0	0	0
Suicidal thoughts when I had NEVER had those thoughts before, Super scary.	1	0	0	0	0	0
Withdrawal is an awful experience - I've tried (and made it) several times, but within 2 months the darkness just settles on me again and I have to start taking it again.	0	1	0	0	0	0
My depression has lifted a lot and the obsessive thinking about my breakup has diminished greatly.	0	0	1	0	1	1
I feel so at ease, I love it.	0	0	1	0	0	0
In the beginning, extreme nausea, digestive upsets.	1	0	0	0	0	0
This drug works wonders, can feel it working immediately.	0	0	1	0	0	0
I'm off it about a month now and have come out the other side smiling!	0	0	0	0	0	0
When I went off of it, it was because I had become so angry and irritable I couldn't be around anyone because I would become violent at nothing.	1	1	0	0	0	0
From what I've been reading it sounds like I have a long horrible road ahead of me.	0	0	0	0	0	0
She had suggested I add Lexapro to my Remeron to boost the serotonin effects.	0	0	0	0	0	0
It gives me really vivid dreams, where I sometimes wake up, and have to remind myself what is reality, and what is just a dream.	1	0	0	0	0	0
Insomnia, dry mouth, constipation, nausea.	1	0	0	0	0	0
My head was in an unbelievable fog.	1	0	0	0	0	0
I gave it a 4 out of 5 as it's still early days, but I'm very hopeful; I was in a bad, bad way before Cymbalta.	0	0	1	0	0	0
I woke up at least 5 or 6 times every night.	1	0	0	0	0	0
I had to take a heart burn relief medication each day I took Lexapro.	1	0	0	0	0	0
IT MADE EVERYTHING WORSE.	0	0	0	0	0	0
I am now taking 20mg.	0	0	0	0	0	0
Withdraw symptoms of drug lasted 3 weeks and included Nausea, jolts of dizziness which included when i moved my eyes from side to side or looked at close things then afar.	0	1	0	0	0	0
But into the 3rd week I began to wake in the night with very scary heart palpitations.	1	0	0	0	0	0
After taking Cymbalta for about 8 weeks, I felt a lot better mentally.	0	0	1	0	0	0
Could barely function and was in danger of losing my job.	0	0	0	0	1	0
Love.	0	0	0	0	0	0
When I reflect on my first experience with this drug, I realize that for once.	0	0	0	0	0	0
I'm skeptical of some online reviews of withdrawal & SE's.	0	0	0	0	0	0
long term side fx at 150 mg have been a lowered libido and some chronic muscle pain.	1	0	0	0	0	0
I feel much more alive.	0	0	1	0	0	0
At first nausea,diareah,shakiness, sleeplessness, brain zaps, muscle twitches, jaw tightness, vivid/scary dreams,loss of sex drive.	1	0	0	0	0	0
could miss a dose or two and no problem.	0	1	0	0	0	0
I think anyone contemplating using this should be very cautious, o	0	0	0	0	0	0
After about the first 2 weeks, my moods leveled out, I felt mentally numb.	1	0	0	0	0	0
Some days constant hunger, other days no appetite at all.	1	0	0	0	0	0
Maybe it will help.	0	0	0	0	0	0
not many at all!	0	0	0	0	0	0
Erectile dysfunction, delayed ejaculation, abnormal dreams, can't stay asleep,forgetting to eat, extreme nausea, headaches and reoccurence of ocular migraines.	1	0	0	0	0	0
worked wonderfully in the beginning.	0	0	1	0	0	0
I can deal with all these side effects, but would love to get rid of the fatigue.	1	0	0	0	0	0
I've got kids though and if I kept taking Cymbalta, I'ld be living in my van by now and not paying child support.	0	0	0	0	0	0
Side effects are annoying but a small price to pay for my life back.	1	0	0	0	0	0
"for the first 2 weeks, ""jittery"", and tired in the day, but these went away totally, still sexual dysfunction."	1	0	0	0	0	0
Am taking very slowly to get off.	0	0	0	0	0	0
scattered brain, and inability to focus.	1	0	0	0	0	0
8 years on SSRIs.	0	0	0	0	0	0
During the first week I experienced hot flashes, night sweats, insomnia.	1	0	0	0	0	0
I am working again, doing all the things I need to do and love to do and able to care for my family.	0	0	1	0	0	0
ie death of a friend or loved one.	0	0	0	0	0	0
Combined with therapy it helped me live my life again, not just get through it!	0	0	1	0	0	0
By the way withdrawing is A BAAAAAD.	0	1	0	0	0	0
Inability to focus/concentrate, 	1	0	0	0	0	0
Worst side effect of this med is insomnia.	1	0	0	0	0	0
After much thought, I decided that the benefits of nursing outweighed the negligable risks of the meds,  And, to not treat the depression would have been plain stupid.	0	0	0	0	1	0
I am blaming the 40 lbs gained in a year on the meds because I was active and watched my diet.	1	0	0	0	0	0
It has really helped for symptoms of depression and with less side affects than I was afraid of.	1	0	1	0	1	1
my slowed mindset has prevented excessive worrying which caused my feeling sad and pessimistic in the first place.	1	0	0	0	1	1
No one can prepare you the side effects when you decide to stop taking it.	0	1	0	0	0	0
People look at you strange when you wear short sleeves in 40 degree weather.	1	0	0	0	0	0
None that were enough to notice until recently.	0	0	0	0	0	0
i would have never ever put this into my body.	0	0	0	0	0	0
This was only acceptable because my depression symptoms went away,completely.	0	0	1	0	1	1
Before Effexor XR, I tried: paxil, citalopram, sertraline and trazadone.	0	0	0	0	0	0
Don't know if I am used to it or it is no longer effective?	0	0	0	0	0	0
TOLD ME I NEEDED TO STAY ON BECAUSE MY BODY MUST NEED IT TO FEEL ALL THESE SYMPTONS.	0	0	0	0	0	0
I hope this goes away.	0	0	0	0	0	0
This medication does more harm then good.	1	0	0	0	0	0
Now, despite following a healthy, moderate diet and regularly exercising, my body will not lose weight.	0	0	0	0	0	0
I simply don't understand how the FDA could allow this medicine on the market.	0	0	0	0	0	0
The only side effect I've had is it has completly shut down my sex drive.	1	0	0	0	0	0
Gave me my life back after completely breaking down six months ago.	0	0	1	0	1	1
Absolutely no libido!  	1	0	0	0	0	0
Since then, it has improved my mood greatly but I think this is due to my inability to think about many things at once.	0	0	1	0	0	0
I started on 75 mg then went up to 150 mg over a period of 6 months.	0	0	0	0	0	0
Everyone is so unique and I'm sure this drug effects us all differently but for me it works extremely well and I plan to continue on it.	0	0	1	0	0	0
I began taking 10mg and then gradually brought it up to 20 mg last year.	0	0	0	0	0	0
It's simply a cover up your feelings drug,seriously, don't take it!	1	0	0	0	0	0
Had a headache too.	1	0	0	0	0	0
None at first, but over time I realized 1) I had gained 50 lbs in the last 3 years, 2) I had anxiety attacks that I previously never had , 3) Restless Leg Syndrome, 4) Sweaty and HOT nearly all of the time.	1	0	0	0	0	0
Dizziness, nausea, headache, foggy, loss of appetite, weight loss, increased irritability and anger,	1	0	0	0	0	0
I did experience relief of my depression initially with the 10mg per day dose.	0	0	0	1	1	1
used to be so depressed and anxious, that I didn't want to leave the How.	0	0	0	0	1	1
Thank God I was pregnant or I may NEVER have forced myself through to the other side!	0	0	0	0	0	0
I cant tolerate SSRI's so will have to try something else.	0	0	0	0	0	0
I have NO sex drive and am always tired.	1	0	0	0	0	0
IT IMMEDIATELY TOOK CARE OF THE LEG PROBLEMS & I SLEPT VERY WELL.	0	0	0	0	0	0
But by the end of the day I'd b tired and easliy irritated.	1	0	0	0	0	0
The food I used to avoid I LOVE now.	0	0	1	0	0	0
didn't go away.	0	0	0	0	0	0
Despite all this, looking back, it might have been what I needed for the time that I was on it.	0	0	0	0	0	0
Also, oddly my cholesterol has jumped up over 50 points in the last year.	1	0	0	0	0	0
Increased perspiration/Real lack of sexual desire/Tinnitus/Weight gain/Minor joint soreness/Shortness of breath/Some excessive yawning/Constipation/Dry eyes towards end of 24 hour cycle.	1	0	0	0	0	0
but I was debating suicide at the time.	0	0	0	0	1	0
for you to really feel the effects, so try and be patient!  	0	0	0	0	0	0
Am using yoga and chanting to help relax as well.	0	0	0	0	0	0
nausea and fatigue the first week at 30mg, but went away during next week of 60mg Nervous energy.	1	0	0	0	0	0
i lowered my own dose to everyother day and on those days i take it i can physically see the difference, my husband says i look worried, great!	0	0	0	0	0	0
After one week on 30mg, my MD increased my dosage to 60mg This did not help me!	0	0	0	1	0	0
I did have a body rash (Malasezia) and other symptoms of my body experiencing a pH or general shift.	1	0	0	0	0	0
Vivid dreams, which can be rather interesting.	1	0	0	0	0	0
Difficulty reaching orgasm, wierd dreams, weight gain.	1	0	0	0	0	0
As with any antidepressant, please, please be careful when taking this.	0	0	0	0	0	0
The side effects were almost immediate.	1	0	0	0	0	0
I was really affraid to take zoloft even though I took it before but good think I did.	0	0	0	0	0	0
Very scarey thought.	0	0	0	0	0	0
this drug works well for my dad with unipolar major depression.	0	0	0	0	1	1
This drug worked very well for anxiety and mild depression.	0	0	1	0	1	1
severe constipation, weight gain, nightmares, hypothyroidism, and another.	1	0	0	0	0	0
I was on Lexapro for 4yrs and it stopped working.	0	0	0	0	0	0
Am definitely having difficulty sleeping but was able to wean off Xanax.	1	0	0	0	0	0
This time I am having the dizziness again as well as a mild headache so far; nothing I can't handle.	1	0	0	0	0	0
I really want to get off this stuff.	0	0	0	0	0	0
Within a week I felt my energy level increase and depressed/suicidal thoughts decrease.	0	0	1	0	1	1
I take them at night with Trazadone for insomnia.	1	0	0	0	0	0
TOLD DOCTOR  I WANT OFF THIS.	0	0	0	0	0	0
I would recommend this medication - Wellbutrin didn't do a thing for me.	0	0	0	0	0	0
Took 3rd dose again Sunday 10 pm before bed, and didn't get up until noon today (Mon).	0	0	0	0	0	0
I will deal with the side effects any day for how Effexor has changed my life for the better.	1	0	1	0	0	0
I have been treating myself with dopamine agonists and dopamine precursors, which are definetely working.	0	0	0	0	0	0
I liked the feeling I had while taking it, but what made me quit was the sexual side effects and a 15 pound weight gain in 3 months.	1	0	0	0	0	0
Since scientists know very little about moods, mental issues, feelings, soul-ache, etc I'd say there's no right medicine & they all affect us	0	0	0	0	0	0
And I'm 50 pounds overweight, so I'm not complaining about the decreased appetite!	1	0	0	0	0	0
It cured my symptoms within 6 months.	0	0	1	0	0	0
I was suprised to read through the comments and no one elses experienced hairloss.	1	0	0	0	0	0
Of all the antidepressants I've been prescribed.	0	0	0	0	0	0
I AM WEENING MYSELF OFF NOW AND IT IS HELL I HAD TO QUIT MY JOB AND I HOPE TO GET THIS CRAP OUT OF MY SYSTEM, BEWARE!	0	1	0	0	0	0
I have started CBT (Cognitive Behavioral Therapy) to supplement the medication.	0	0	0	0	0	0
i took the 10 mg once and a right now a week and a half later.	0	0	0	0	0	0
didn't really experience any side effects.	0	0	0	0	0	0
A wonderful drug.	0	0	1	0	0	0
You would think you were going through heroin withdrawals.	0	1	0	0	0	0
Seems like I'm trapped in a whole new kind of hell.	0	0	0	0	0	0
Couldn't catch my breath.	1	0	0	0	0	0
Need a different drug.	0	0	0	0	0	0
Its really to early to tell for me.	0	0	0	0	0	0
Experienced extreme carb craving, and bizarre urge to consume alcohal all the time.	1	0	0	0	0	0
If I survive I'll write another comment, Please don't take it!	0	0	0	0	0	0
I was extremely prolific.	0	0	1	0	0	0
I have not taken the effexor since Friday morning, it is now Monday and i am JUST starting to lose the anxiousness, not to mention the feeling of total exhaustion and loss of sleep.	1	1	0	0	0	0
The sexual side effects were supposed to be countered by the Welly, Didn't happen.	1	0	0	0	0	0
I also take trazadone with the cymbalta, does anyone have experience with these two drugs together?	0	0	0	0	0	0
I once took Effexor for 3 years and had trouble getting off of it, one real struggle and then one ok tapering experience finally.	0	0	0	0	0	0
This is the worst drug ever; please find an alternative for your symptoms!	0	0	0	0	0	0
shortened attention span.	1	0	0	0	0	0
I wish my doctor had found another drug for me initially.	0	0	0	0	0	0
Cymbalta did not solve my sleepiness and just added many uncomfortable side effects.	1	0	0	1	1	1
Suddenly stopping can cause jitters and loss of sleep.	0	1	0	0	0	0
Doctor gives me 20mg tablets, I cut them in half.	0	0	0	0	0	0
I was unable to carry on a conversation, racing thoughts, room spinning, looked like a zombie, emotionally numb.	0	0	0	0	0	0
I have taken many drugs but Zoloft was the best for me.	0	0	1	0	0	0
I felt like a drug addict that could not function without the medication.	0	1	0	0	0	0
I stopped over analyzing everything.	0	0	1	0	1	1
Loose stool, loss of sex drive, headaches.	1	0	0	0	0	0
I now know why there is a black box warning on these meds.	0	0	0	0	0	0
I took zoloft for years with no problems.	0	0	0	0	0	0
weight gain and sleepiness .	1	0	0	0	0	0
I'm already at 120mg and would like to go even higher.	0	0	0	0	0	0
2 months now and so far so good.	0	0	1	0	0	0
I tried several anti-depressants before sticking with Effexor XR.	0	0	0	0	0	0
I take it at night.	0	0	0	0	0	0
I have noticed that I have a little more energy and more mental clarity in the short time that I have been on Cymbalta.	0	0	1	0	0	0
I hardly remember.	1	0	0	0	0	0
feel free to contact me I'm a research junky when it comes to meds!	0	0	0	0	0	0
withdrawal symptoms are so bad and unbearable.	0	1	0	0	0	0
Just to think that I went through all that physical and mental anguish to get off a drug.	0	1	0	0	0	0
Nausea, vertigo and extreme fatigue to begin with (first week or so).	1	0	0	0	0	0
Good luck to everyone!	0	0	0	0	0	0
Although if it wasn't for the hair loss and sexual side effects I would of stayed on it.	1	0	1	0	0	0
I have to take the maximum (200 mg) every day.	0	0	0	0	0	0
It was determined that the withdrawal of Cymbalta was giving me additional muscle spasms/tinges and I went back on 30 mg of Cymbalta to help with my level 12 pain - and it worked.	0	1	0	0	0	0
I was on zoloft 50 mg for over a year.	0	0	0	0	0	0
I just kind of felt numb toward all emotion, Also, my memory started lacking and i couldnt remember long periods of time or things i had done.	1	0	0	0	0	0
Brain shocks in the beginning with insomnia.	1	0	0	0	0	0
The nightmares are the worst for me.	0	1	0	0	0	0
Took a few years to figure out right time of day to take it to feel ok, evenings work for me (always been 50mg).	0	0	1	0	0	0
I think this is great.	0	0	0	0	0	0
I decided to try counseling once again coupled with medication.	0	0	0	0	0	0
The side effects are far less hassle than being in my dark depression	1	0	0	0	1	1
That has always come and left on its own without meds.	0	0	0	0	0	0
To anyone that is trying it and experiencing some of the dizziness and nausea, I encourage you to stick it out.	0	0	0	0	0	0
None, though maybe decreased sexual drive?	0	0	0	0	0	0
all was fine (taking it for almost 3 months) but recently noticed I was gaining weight!	1	0	0	0	0	0
Still unsure if it's working.	0	0	0	0	0	0
you'll read and re-read the same paragraph over and over again!	0	0	0	0	0	0
Felt almost euphoria going off it.	0	0	0	0	0	0
when I finally stopped taking this stuff after losing five years of my life to it, I now have joint pain that makes it difficult to do anything.	1	0	0	0	0	0
Made me happy on day two.	0	0	1	0	0	0
I started S/I again for the first time in years while on Effexor.	1	0	0	1	0	0
I was on wellbutrin and prozac combo, but I had decided to take myself off as I was getting alot of severe headaches.	0	0	0	0	0	0
I've been going down 5 mg at a time a week at a time, and even so I've had withdrawls.	0	1	0	0	0	0
Exausted too!	1	0	0	0	0	0
The biggest complaint I have is the fatigue and loss of sex drive/orgasm and weight gain.	1	0	0	0	0	0
Would not recommend this drug to anyone.	0	0	0	0	0	0
my doctor decided to put me on lexapro because when i get feeling better i think that i don't need anything and lexapro didn't have withdrawal effects, but i gained 35 pounds on it.	0	0	0	0	0	0
Possible side affect was reduced sexual desire, but my doctor said this could be just from the depression and stress itself.	1	0	0	0	1	1
It might be worth use by others but it is very hard to stop taking it; not a plus.	0	1	0	0	0	0
Extreme irritability, weight gain and sleepless are just a few side effects of this horrible drug.	1	0	0	0	0	0
The best time for me to take it is around 5pm with a good meal.	0	0	0	0	0	0
4)  Weird, (as in How did that tree get there?	1	0	0	0	0	0
Overall, I really feel positive about this drug, at least for myself.	0	0	1	0	0	0
stopped using lexapro for 4 months or so and became extremely depressed again.	0	0	0	0	1	1
I am bi-polar, and have also taken Lamictal 100 mg once per day on and off in the past.	0	0	0	0	1	1
I've never noticed any previous AntiDep's effect until well over a month (prozac, effexor, celexa and wellbutrin combo) and none of them has actually made me feel GOOD about myself.	0	0	0	0	0	0
It really pisses me off because if you spend most of your adult life married to someone who could care less if you cum or not, and then meet and marry a man that refuses to cum until you do its really bad for both of us.	0	0	0	0	0	0
Taking it a day at a time.	0	0	0	0	0	0
I am sure it probably isn't doing anything for me except a crutch.	0	0	0	1	0	0
There are down sides to it, but this medication helped me through a very, very tough time in my life.	0	0	1	0	0	0
Give it a chance.	0	0	0	0	0	0
I've been as high as 300 mg and as low as I am now at 112.5 mg I've been on Effexor XR for over 9 years.	0	0	0	0	0	0
just wouldn't go away.	0	0	0	0	0	0
I'm not sure how many days I could take of this.	0	0	0	0	0	0
Also had the side effect of irritability and just feeling grumpy too often along with jumpiness.	0	0	0	0	0	0
I have been on and off Zoloft for 5 years and found that staying at a dose of 25mg each morning is the best.	0	0	0	0	0	0
This medicine is not a magic cure .	0	0	0	0	0	0
Sometimes I think the vivid dreaming keeps you from getting quality sleep, However, this medicine has been great-I had anxiety from divorce, new home, new job and dealing with a severely depressed ex-spouse (who is now on Effexor).	1	0	1	0	1	1
None Yet.	0	0	0	0	0	0
I switched off of Prozac after being on that for around 2 years or so.	0	0	0	0	0	0
nausea at first, which subsided after a couple of weeks.	1	0	0	0	0	0
I won't try it again.	0	0	0	0	0	0
After the first month, it is the the best thing that has ever happened to me.	0	0	1	0	0	0
Take it as prescribed and it is your best friend.	0	0	0	0	0	0
Libido is decreased.	1	0	0	0	0	0
Fainting, nervousness, nausea, insomnia, sweating.	1	0	0	0	0	0
I completely had to change med to stay well al least of my real state.	0	0	0	0	0	0
I am going to go to a psychotrist to see if there is something else that will help me. 	0	0	0	0	0	0
I recommend Lexapro.	0	0	0	0	0	0
Perhaps this is what Hollywood could use - keep a dream journal; you never know!	0	0	0	0	0	0
sexual appetite went away	1	0	0	0	0	0
I was actually able to overcome a long-standing fear of flying.	0	0	1	0	1	1
Suggest use for anyone who has anxiety in social environments.	0	0	1	0	1	1
I also had the desire to drink alcohol heavily and got really drunk really fast.	1	0	0	0	0	0
I am only on Day 2 of Lexapro and taking 10mg/day.	0	0	0	0	0	0
I had to be hospitalized within a day for severe vomiting, & electrolyte imbalances.	0	1	0	0	0	0
I don't think this drug is for me!	0	0	0	1	0	0
So my dr has me stepping off.	0	0	0	0	0	0
You CANNOT miss a dose or you will be sicker than you've ever been in withdrawal.	0	1	0	0	0	0
non.	0	0	0	0	0	0
Jaw jacking/clenching teeth, headaches, vomitting, waking up in the middle of the night for hours, increase in anxiety, blurred vision.	1	0	0	0	1	0
TODAY I'd like to know if my recent muscular twitches are related to this medicine.	0	0	0	0	0	0
slight loss of appetite, some headaches.	1	0	0	0	0	0
A few hours later that seems to cease and I become really tired.	1	0	0	0	0	0
Positive attitude.	0	0	1	0	0	0
Just eat cereal and fruit if you don't want to gain weight.	0	0	0	0	0	0
Loss in appetite but i think it is going to work hopefully.	1	0	1	0	0	0
doctor typically prescribes at much higher dosages to patients.	0	0	0	0	0	0
naseau, tiredness,.	1	0	0	0	0	0
It saved my life!	0	0	0	0	0	0
Ive taken several anti depressants and this is the only one that has done anything for me, I just hope it doesnt wear off.	0	0	1	0	0	0
A missed dosage causes symptons like the flu which will last for a couple of days.	0	1	0	0	0	0
None.	0	0	0	0	0	0
I gradually calmed down and sweated profusely, That said, Lexy ain't all bad.	1	0	0	0	0	0
Also helped me gain over 40 lbs that won't come off no matter what I do.	1	0	0	0	0	0
This is a second time I take Zoloft.	0	0	0	0	0	0
Exhaustion, horrible anxiety, crying, unable to work or function.	1	0	0	0	0	0
FEEL NUMB ALL THE TIME.	1	0	0	0	0	0
It did give me a sense of well-being	0	0	1	0	0	0
Started with 37.5mg and now on 225mg.	0	0	0	0	0	0
This evil drug will not do you any good .	0	0	0	1	0	0
I did things I normally wouldn't do, bought expensive things I couldn't afford.	0	1	0	0	0	0
Am looking at changing my meds (I also take a small dose of Lamictal every day) as I am very unmotivated and slightly depressed at the moment but I think t could be to do with my life circumstances which aren't great right now.	0	0	0	1	1	1
I do have occassional, mild headaches but nothing worth stoping it over, that's why there's Motrin.	1	0	0	0	0	0
AT ALL, nausea, weight gain, throat pain and exhaustion.	1	0	0	0	0	0
I've read enough posts that I think I need to just get through the hell of the first two weeks and then move up to 75 mg and see what happens.	0	0	0	0	0	0
Frankly, I have been on Effexor XR so long that it is hard to tell what side effects I do have.	0	0	0	0	0	0
for the first few weeks it helped me feel better.	0	0	1	0	0	0
I'm literally down to my last 30 days of this medicine and I feel awesome!	0	0	0	0	0	0
It took me a day and a half to finally sleep, and I couldn't eat or drink anything until around 9:00 this evening (juice and some crackers).	1	0	0	0	0	0
Thus, the dosage climb.	0	0	0	0	0	0
sleeplessness, vivid dreams, hallucinations, tiredness, muscle aches, fluctuating blood pressure, zoned out, Don't take it.	1	0	0	0	0	0
Cold turkey is dangerous.	0	0	0	0	0	0
Unable to eat anything significant for the 3 days.	1	0	0	0	0	0
