sentences	ADR	WD	EF	INF	SSI	DI
Otherwise, great!	0	0	0	0	0	0
Dry mouth, sweating, light headedness, but most of these went away after a few weeks.	1	0	0	0	0	0
The worst side affect is that it takes a long time to achieve orgasm if I can at all.	1	0	0	0	0	0
This med.	0	0	0	0	0	0
is great for me, except for the sexual side affects.	1	0	1	0	0	0
Can't we treat our depression and still have an orgasm?	0	0	0	0	1	0
Light Headedness, Loss of Appetite, Sleeplessness, Dizzy feeling.	1	0	0	0	0	0
I have only been on Zoloft for 2 days and I notice slight changes.	0	0	1	0	0	0
I am more social and have a more positive attitude towards life.	0	0	1	0	0	0
I can finally be me.	0	0	1	0	0	0
My only worry is about weight gain.	1	0	0	0	0	0
none.	0	0	0	0	0	0
Taking it for years	0	0	0	0	0	0
In the beginning, I could not stop sleeping.	1	0	0	0	0	0
While motivation rose, I found myself too tired to do anything.	1	0	0	0	0	0
After a few weeks that ended as well as my crying spells, my hate for life, and my suicidal thoughts.	0	0	1	0	1	1
If I was not currently on Zoloft, it may be easy to say that I would have ended my life by now.	0	0	1	0	0	0
There were multiple occurances when I attempted to commit suicide.	0	0	0	0	1	0
In other words, I was not in my right mind.	0	0	0	0	0	0
After taking zoloft, I no longer had an urge to go out and get drunk all of the time.	0	0	1	0	0	0
It really helped.	0	0	1	0	0	0
I recommend this drug to anyone who needs help dealing with depression.	0	0	0	0	1	1
I have tried being on Effexor for a while, however, that drug caused nausea and increased suicidal thoughts.	0	0	0	0	1	1
Zoloft is the way to go.	0	0	1	0	0	0
insomnia, low sex drive, trouble reaching orgasm, euphoria (not bad at all), agitation, drowsiness.	1	0	0	0	0	0
This is a great drug for depression and social anxiety.	0	0	1	0	1	1
I feel normal around people for the first time in my life.	0	0	1	0	0	0
Before, people always made me nervous, anxious or just uncomfortable in some way.	0	0	0	0	1	1
"The nice thing about Zoloft is that it feels natural and it doesn't seem like I'm ""on"" a drug."	0	0	1	0	0	0
I feel normal, though I know the drug is working.	0	0	1	0	0	0
Considering how my life was before taking Zoloft, the side-effects are well worth it!	1	0	1	0	0	0
dry mouth, sweating. 	1	0	0	0	0	0
In the beginning, I was drousy and had dry mouth.	1	0	0	0	0	0
I take 150mg of zoloft daily.	0	0	0	0	0	0
I was on 50)  After a couple months my body got	0	0	0	0	0	0
took 150mg of Zoloft with 300mg of Wellbutrin together.	0	0	0	0	0	0
When 1st started I would sweat alot.	1	0	0	0	0	0
I was always hot.	1	0	0	0	0	0
No sexual desire at all and terrible amount of weight gain.	1	0	0	0	0	0
I am blaming the 40 lbs gained in a year on the meds because I was active and watched my diet.	1	0	0	0	0	0
It did help the depression though.	0	0	1	0	1	1
I was able to stop taking it just a couple weeks ago after being on it for 2 years or so.	0	0	0	0	0	0
Emotionally I feel great now but went through HELL withdrawal.	0	1	1	0	0	0
Vertigo,nauseated,skin crawls,severe headaches,crying spells,brain.	0	1	0	0	0	0
I feel this drug worked well for me, just had a hard time coming off of it.	0	1	1	0	0	0
"The first dose gave me a ""spaced-out"" feeling that continued for a few more doses."	1	0	0	0	0	0
I also felt uncontrollably sleepy for over a week.	1	0	0	0	0	0
I had no desire or energy to do anything but sleep.	1	0	0	0	0	0
As I got adjusted to the medication, however, I felt less sleepy.	0	0	0	0	0	0
I am managing much better, and I can stay awake longer now.	0	0	1	0	0	0
By the end of the day, however, I crash.	0	0	0	0	0	0
Overall, this medication has made a big difference in my life by managing my symptoms and allowing me to work and have a social life again. 	0	0	1	0	0	0
It's been so long I can't remember.	0	0	0	0	0	0
I couldn't live without it.	0	0	1	0	0	0
Have had to increase dosage to 150 mg/day.	0	0	0	0	0	0
If I went to 200 mg/day I had more anxiety and restlessness.	1	0	0	1	1	1
insomnia, low libido, drowsiness, dry mouth.	1	0	0	0	0	0
This drug changed my life completely.	0	0	1	0	0	0
I didn't even know what Social Anxiety Disorder was until a few months ago, only to find out that I had a pretty serious case of it beginning as a teenager.	0	0	0	0	1	0
All these years I had just assumed that by nature I was anti-social and extremely shy, only to find out that millions of people suffer from SAD.	0	0	0	0	1	0
I'm one of those believers who thinks that everyone should take Zoloft.	0	0	0	0	0	0
It's not only controlling my anxiety and depression but it's controlling anger, and my thought process in general.	0	0	1	0	1	1
Before Zoloft I was easily confused, now I can think clearly and control my thoughts.	0	0	1	0	1	1
Drowsiness.	1	0	0	0	0	0
I've been off an on different antidepressants for years, and I plan to stay on Zoloft.	0	0	0	0	0	0
It prevents the mood swings I used to have, without making me feel spacey.	0	0	1	0	1	1
I feel normal and rational when I am taking it.	0	0	1	0	0	0
I ran out of it for 4 days, and experienced lightheadedness and a crying spell until I took it again.	0	1	0	0	0	0
I am taking 25 mg a day.	0	0	0	0	0	0
insomnia for the first few weeks, slight loss of sex drive, reduced appetite, mild weight loss, jaw clenching.	1	0	0	0	0	0
Saved my life - it's amazing to go through life without the feeling of dread and hopelessness.	0	0	1	0	1	1
Combined with therapy it helped me live my life again, not just get through it!	0	0	1	0	0	0
had much more energy, improvement in grades, felt fully rested every morning, weight loss, incredible improvement in general attitude, much less shy.	0	0	1	0	1	1
overall much more happy.	0	0	1	0	0	0
i would suggest zoloft to anyone who has been diagnosed with depression	0	0	0	0	1	1
insomnia!	1	0	0	0	0	0
scattered brain, and inability to focus.	1	0	0	0	0	0
but that could be due to the depression.	0	0	0	0	1	0
Honestly, I'm just posting here because I'd like to hear back from somebody going through this, too.	0	0	0	0	0	0
It's a pretty pathetic plea, but I thought somebody might be able to relate.	0	0	0	0	0	0
The first week or two was bliss!	0	0	1	0	0	0
I loved the stuff.	0	0	1	0	0	0
After that came a week or two of nail biting and jitters (like when you drink a quad shot of Starbucks coffee) No negative sexual side effect - delayed ejaculation like every one else.	1	0	0	0	0	0
is that really so bad!	0	0	0	0	0	0
The only thing is I'm a little obsessive compulsive and that part of my personality has not been damped very muchin the long run, after a year of meds.	0	0	0	0	1	0
I like these med lots.	0	0	1	0	0	0
I battled for a long time if I should seek meds as a solution to my depression, and after one year and one dose increase to 100mg I feel like a person who is on top of my game.	0	0	0	0	1	1
The long dark wet winters don't bother me.	0	0	1	0	0	0
I always have the energy and positive attitude to do what I want - not the negative depressed attitude I used to have.	0	0	1	0	1	1
I used to get very nervous about being around other people and interacting with others.	0	0	0	0	1	0
Now I actually enjoy being the center of attention and even seek out new friends.	0	0	1	0	0	0
I cant say that Ive had any negative side effects from taking this medication.	0	0	0	0	0	0
Sometimes counseling just isnt enough to battle having little confidence in your self and a depressed attitude about life.	0	0	0	0	1	0
Zoloft just allowed my true inner being (the person I am when I am by myself) to be displayed on the outsidefor others to enjoy me as a person; so they can be positively influenced by me.	0	0	1	0	0	0
The first week or so I felt a little weird but once the medication kicked in, it was great.	1	0	1	0	0	0
I have been on Zoloft for three years(25mg).	0	0	0	0	0	0
This medication saved my life.	0	0	1	0	0	0
I was very depressed and felt as if I was always disoriented.	0	0	0	0	1	0
I wasn't able to sleep at night because I always felt like I was going crazy.	0	0	0	0	1	0
I realized I had a chemical inbalance and once zoloft began working for me I was able to get a full nights sleep without waking up feeling like I was spinning or experiencing some kind of psychosis.	0	0	1	0	0	0
I wanted to end my life and zoloft really has helped me kick the depression and suicidal thoughts.	0	0	1	0	1	1
I take the brand medication zoloft, not the generic.	0	0	0	0	0	0
This medication works wonderful for me.	0	0	1	0	0	0
You have to sometimes try a few before you find the right one.	0	0	0	0	0	0
For the first 1-2 weeks, my neck felt very tired and sore.	1	0	0	0	0	0
After the first two weeks, I felt like a new person entirely.	0	0	1	0	0	0
I don't feel numb to emotions at all; when I'm sad, I'm still sad.	0	0	1	0	0	0
When I'm happy, I'm fantastic.	0	0	1	0	0	0
Still living my life with all of the ups and downs, but I feel centered and normal.	0	0	1	0	0	0
With an anti-depressant you MUST taper to your dose (I. e. Taking half of a pill for a week, then taking a whole pill afterwards.)	0	0	0	0	0	0
if you don't do this, you may have a terrible time.	0	0	0	0	0	0
Also, it takes at 2 wks-1 mo.	0	0	0	0	0	0
for you to really feel the effects, so try and be patient!  	0	0	0	0	0	0
ZOLOFT-ABSOLUTELY NONE I am writing this post as a cautionary note to anyone about to switch to generic.	0	0	0	0	0	0
I have been taking zoloft for the past 12 years no side effects changed my life!	0	0	1	0	0	0
Insurance switched to generic and I am struggling with headaches vivid dreams in which I awake in panic attacks full of sweat and have only been on the generic about a week.	1	0	0	0	0	0
My doctor said this was not uncommon and promptly wrote a dispense as written note to my pharmacist,insurance companies must cover if dr writes this.	0	0	0	0	0	0
Stay with the actual ZOLOFT these generics are not the same in absorbtion and can cause major setbacks	0	0	0	0	0	0
increased anxiety was the worst thing for me, but it went way down on day 4 or 5)  loose stool for 2 weeks, headache for 5 days, restless legs first 2 weeks.	1	0	0	1	1	1
Overall not too bad comparing to LEXAPRO and previous paranoid state of mind.	0	0	0	0	1	1
LOL.	0	0	0	0	0	0
This is a second time I take Zoloft.	0	0	0	0	0	0
I was on it for 1 year and than I succesfully weaned off with very mild withdrawal.	0	1	0	0	0	0
After about 6 month all my anxiety returned and now I'm on it again.	0	0	0	0	0	0
I'm very thankfull that there is help like zoloft out there.	0	0	1	0	0	0
I was really affraid to take zoloft even though I took it before but good think I did.	0	0	0	0	0	0
If I you have any questions what so ever dont hesitate to e-mail me.	0	0	0	0	0	0
I would love to help.	0	0	0	0	0	0
only had side effects in the beginning few days which were hand tremors and couldnt sleep until I started taking the pill in the morning instead of the evening which corrected that problem.	1	0	0	0	0	0
I think zoloft was a great antidepressant.	0	0	1	0	0	0
I went from being a disfunctional depressed person to moderatly happy.	0	0	1	0	1	1
I started out at 25 mgs and over the years increased from 100-150)  For me the drug was great and helped with anxiety tremendously.	0	0	1	0	1	1
It is only recently I am trying to change to Wellbutrin because of the weight gain.	1	0	0	0	0	0
(40 lbs) It so far has been hard to change.	0	0	0	0	0	0
Dry mouth,nausea and mild memory loss.	1	0	0	0	0	0
I love zoloft.	0	0	1	0	0	0
It allowed me to be out going and happy.	0	0	1	0	0	0
A feeling I hadn't felt in years. 	0	0	1	0	0	0
difficult sexual arousal. 	1	0	0	0	0	0
All side effects cleared after a few days usage.	1	0	0	0	0	0
You should start with a smaller dose and work your way up to avoid more profound side effects.	0	0	0	0	0	0
It causes heartburn if I take it and lay down, I find that I prefer to take it in the morning anyway for best results with me.	1	0	0	0	0	0
Zoloft, whereas it's not a cure helps to relieve my anxiety/depression or in the worst case helps to make it manageable.	0	0	1	0	1	1
It took away the running tingling sensations running down my arms and neck.	0	0	1	0	1	1
Initially I felt a little worse (I already felt very wretched) but from past experience I knew that would clear if I could fight through it.	1	0	0	0	0	0
I use this in combination with a small dose of Elavil and/or Trazedone to improve sleep (my sleep quality is poor with or without Zolot).	0	0	0	0	1	1
nausea, light headedness, dry mouth, bad taste in mouth.	1	0	0	0	0	0
Anxiety in beginning just from the thought of taking med because I was already anxious.	0	0	0	0	1	1
Had to conquer fear of meds first.	0	0	0	0	0	0
Then it helped me a huge amount over the last 2 years.	0	0	1	0	0	0
Please stick with it and keep taking the med for about 3-6 months.	0	0	0	0	0	0
I never thought I could live a normal life again but I am.	0	0	1	0	0	0
numb hands and feet during the first 2 weeks, sinus swelling, sligth headaches and nasea.	1	0	0	0	0	0
instead of isolating, I feel more at ease socially and I like being with people and feel especially close and grateful for my family,(our pet dogs Joei and Jadie) and loved one.	0	0	1	0	1	1
MOST IMPORTANLY - IT HAS HELPED ME FEEL LESS DEPENDENT TO other pharmaceuticals(I have cut down the doses of my sedative-hypnotic-ZOPICLONE and stimulant-RITALIN) and i gave my doctor back the 2mg Valiums that I have been taking for 7 years out of my own accord.	0	0	1	0	0	0
iT'S GOOD IF YOU WANT TO STOP SEEING YOURSELF as a	0	0	0	0	0	0
extreme nausea, migraines, lethargy, loss of libido, flu-like symptoms.	1	0	0	0	0	0
I'm going to go cold turkey today.	0	0	0	0	0	0
I hate this drug.	0	0	0	0	0	0
Dizzy, nauseous, sweating, anxiety, uneasiness, restlessness, shivers,.	1	0	0	0	0	0
Over the last 14 years I have taken many antidepressants and have never experienced anything like this.	0	0	0	0	0	0
I was give a doctors sample for 60mg which was probably too high to start out as most seem to start with 30mg.	0	0	0	0	0	0
I took it this morning at 8am and by 10 I was feeling off, by 1pm I had to go home.	1	0	0	0	0	0
I could not explain the experience I was having to my wife.	0	0	0	0	0	0
Finally at 3pm I realized that this was the closest I've felt to doing LSD (yes I do know).	0	0	0	0	0	0
Unfortunately, all the similar symptoms were the bad ones.	0	0	0	0	0	0
It is now 12 hours later and it still feels like LSD but I'm getting more flu like symptoms now.	1	0	0	0	0	0
Seriously, I was hesitant to take this drug when I was reading some articles last night but I decided to do it anyways.	0	0	0	0	0	0
I found this page just now and after reading many comments I had to post my own.	0	0	0	0	0	0
Nothing that makes me feel like this could end up doing me any good.	0	0	0	0	0	0
I do not envy those who want to come off this drug but are afraid to.	0	0	0	0	0	0
Severe stomach cramps, upset stomach, dizziness, spacey.	1	0	0	0	0	0
It's been horrible!	0	0	0	0	0	0
I have tried a lot of different depression meds, am taking Lortab for pain 2xs a day.	0	0	0	0	0	0
I really hoped this would work so I could get off narcotics for pain but I would rather take the Lortab than this garbage.	0	0	0	1	0	0
This med should never have been approved by FDA. 	0	0	0	0	0	0
blurred vision, sweating, shaking, nausea, vomiting, brief paralysis, tingling in extremities, fainting, heart palpitations, insomnia, severe abdominal pain, auditory/visual hallucinations, dizziness.	1	0	0	0	0	0
I was prescribed Cymbalta as a possible alternative to Klonopin, which I have taken for over ten years.	0	0	0	0	0	0
I took my first and ONLY dose of Cymbalta (60 mg) at 8:00 AM yesterday after breakfast.	0	0	0	0	0	0
Almost immediately I started to sweat, began to feel very ill, and proceeded to throw up all morning and into the early afternoon.	1	0	0	0	0	0
I could barely move or get out of bed.	1	0	0	0	0	0
At one point I was certain that I was having heart failure, because my entire body seized up and I could not move or speak.	1	0	0	0	0	0
It took me a day and a half to finally sleep, and I couldn't eat or drink anything until around 9:00 this evening (juice and some crackers).	1	0	0	0	0	0
I still feel dizzy and nauseated, and my hands and feet are tingling.	1	0	0	0	0	0
The only reason I'm sitting up at all is so I can warn others NOT to use Cymbalta.	0	0	0	0	0	0
This stuff is like rat poison!	0	0	0	0	0	0
AVOID IT AT ANY COST!	0	0	0	0	0	0
When I first started taking cymbalta I would wake up drenched at night from sweating.	1	0	0	0	0	0
I felt like I was in a fog the whole time I was on this medicine.	1	0	0	0	0	0
I was at 60mg and then dropped to 30mg for 2 weeks then stopped taking it.	0	0	0	0	0	0
The withdrawl from cymbalta only took about a week for the dizziness to stop.	0	1	0	0	0	0
I am still having brain zaps here and there, and my anxiety has returned.	0	1	0	0	1	1
I would rather live like this though than be in a fog.	1	0	0	0	0	0
It has only been two weeks since I stopped taking the med.	0	0	0	0	0	0
If you do not feel like this drug is working, or any other AD please tell your Dr.	0	0	0	0	0	0
I was on this drug a little over a year and in that time I continued to get worse contemplating suicide more than once.	1	0	0	1	0	0
I had taken other AD's prior to taking cymbalta, but never experience the awful thoughts and feelings like I did with cymbalta.	0	0	0	0	0	0
I now know why there is a black box warning on these meds.	0	0	0	0	0	0
Cymbalta changed my whole thought process, I felt like I was in some sort of hell and couldn't escape.	1	0	0	1	0	0
Now that I am no longer on this med.	0	0	0	0	0	0
it is like day and night, I finally feel good again.	0	0	0	0	0	0
Some pretty odd things began happening.	0	0	0	0	0	0
Very sleepy, unable to concentrate, no motivation, apathetic, sexual problems.	1	0	0	0	0	0
60mg/daily.	0	0	0	0	0	0
I would not take this again.	0	0	0	0	0	0
Very difficult to come off.	0	1	0	0	0	0
Follow your doctor's instructions for reducing and hope for the best on this one.	0	0	0	0	0	0
EXTREME lower leg & foot swelling, EXTREMELY itchy red rash lower extremities, profuse sweating, zombie state - extreme sleepiness shortly after taking and without any warning, lower extremity cramping, mouth sores, extreme weight gain, NO libedo what so ever, very bad memory.	1	0	0	0	0	0
For the past 9 months I have been on Prednisone to keep the swelling and itching at bay.	0	0	0	0	0	0
After seeing every type of doctor AND having every type of blood test/urine test/a fat biopsy about the swelling and itching rash on the inside of my knees and what started on the inside of my ankles.	0	0	0	0	0	0
I have FINALLY figured out that I am having an extreme allergic reaction to Cymbalta.	1	0	0	0	0	0
It also landed me into the ER as my upper lip swelled up after a nap one day.	1	0	0	0	0	0
I was then put on Prednisone 20 mg a day to subdue the swelling and rash/itching.	0	0	0	0	0	0
After putting on even a lot more weight because of the combination of the Cymbalta AND Prednisone, I have plans for stomach surgery within the next 2 months.	1	0	0	0	0	0
I started investigating/researching Cymbalta and I noticed a common denominator.	0	0	0	0	0	0
"EVERY site I went to mentioned as a ""Severe reaction to Cymbalta"" ALL of my symptoms."	0	0	0	0	0	0
I had an appt today with my doctor that prescribed the Cymbalta and I tried multiple times to advise him of all of the websites I checked, EVEN THE FDA.	0	0	0	0	0	0
GOV, they all said the same symptoms.	0	0	0	0	0	0
HE ACTUALLY TOLD ME THAT I WAS NOT ALLERGIC TO THE ACTUAL MEDICINE, IT WAS THE DYE IN THE CAPSULES I WAS ALLERGIC TO!	0	0	0	0	0	0
After going through the entire endocrine system, ie: do you have diabetes, etc He decided to change me back to Pristiq.	0	0	0	0	0	0
i quit taking the Cymbalta 3 days ago and I was able to titer myself off the Prednisone and my rash,itching and swelling is so much worse than ever!	0	0	0	0	0	0
Sweating, dry mouth, anxiety, brain zaps, severe brain pain, (different from headaches) dizziness, foggy, anger, no sex drive .	1	0	0	0	0	0
AT ALL, nausea, weight gain, throat pain and exhaustion.	1	0	0	0	0	0
The side effects from coming off of this drug are much worse than the side effects of being on this med.	0	1	0	0	0	0
ALL of the aforementioned side effects plus I feel like I have the flu.	0	1	0	0	0	0
I have not been able to work, take care of my husband or daughter, take care of my house or even make meals on a consistent basis for the past 5 weeks while I am trying to get off of this med.	0	1	0	0	0	0
I cannot think, spell, or follow through on simple tasks.	0	1	0	0	0	0
The first week, I went from 60mg to 30mg - I almost divorced my husband of 8 years.	0	1	0	0	0	0
The second week, I almost killed myself.	0	1	0	0	0	0
the 4th week I went from 30mg daily to 30mg every other day.	0	0	0	0	0	0
I am currently in week 5 of my detoxing and it has not gotten better.	0	1	0	0	0	0
"I cannot go shopping, people in the store are ""too close to me"" and I become very fight or flight."	0	1	0	0	0	0
I should have been in the hospital at least twice.	0	0	0	0	0	0
Thank God my husband loves me and is willing to supervise and take care of me.	0	0	0	0	0	0
Was on Prozac 20mg and it was making me more depressed.	0	0	0	0	1	1
So my Dr switched me to 60 mg of Cymbalta.	0	0	0	0	0	0
Took my first pill at night went to sleep not thinking about it at all because I knew it could take weeks before it started working.	0	0	0	0	0	0
About 1 a. m I jolted up out of bed.	1	0	0	0	0	0
My heart was racing I was cold and hot at the same time.	1	0	0	0	0	0
Couldn't catch my breath.	1	0	0	0	0	0
Was very scary felt disoriented.	1	0	0	0	0	0
Came to hospital and they gave me something to reverse it.	1	0	0	0	0	0
The Dr at hospital said that was a very common effect with Cymbalta. 	0	0	0	0	0	0
WEIGHT GAIN, Abdominal cramping (GI symptoms), FATIGUE, headaches, diarrhea then constipation, water retention.	1	0	0	0	0	0
I work in the medical field and truly wish I would have done more research instead of just trying the newest drug that hit the market.	0	0	0	0	0	0
My dr recommended Cymbalta and said that he's heard great things from his patients that have been on this med.	0	0	0	0	0	0
I even looked it up in the Physicians Desk Reference (PDR) before agreeing to take it.	0	0	0	0	0	0
Everything seemed to be positive.	0	0	0	0	0	0
NO WAY!	0	0	0	0	0	0
I have since been to a Nature Path, Gastrointerologist, Allergist and Immunologist, as well as the Gynocologist that I work for, to try to figure out what has been causing my abd pain and excessive weight gain (40+ lbs).	0	0	0	0	0	0
"Not one of them mentioned that it may be the Cybalta because the PDR states ""weight loss""."	0	0	0	0	0	0
Total crap.	0	0	0	0	0	0
I've been on this for 2 yrs and am in the process of coming off- enduring the same 'brain zaps' and moodiness everyone else mentions.	0	1	0	0	0	0
Take my advise.	0	0	0	0	0	0
don't start this med!	0	0	0	0	0	0
I have no idea when I'll get back to 'normal'.	0	0	0	0	0	0
My weight at 140 lbs made me sad.	1	0	0	0	0	0
but now I'm really depressed at	0	1	0	1	1	0
In the beginning, extreme nausea, digestive upsets.	1	0	0	0	0	0
got better but never went away completely.	0	0	0	0	0	0
Horrid hot flashes and sweating at night.	1	0	0	0	0	0
I have tried almost every antidepressant and this is BY FAR the worst.	0	0	0	0	0	0
"My mood improved but I became ""flat"" and became a recluse."	1	0	1	0	0	0
My legs became restless and felt tight however the drugs worked well for pain for the most past.	1	0	0	0	0	0
Going off this drug was horrible.	0	1	0	0	0	0
I took prozac instead of the cymbalta and that helped alot.	0	0	0	0	0	0
The nausea resumed however for nearly a week.	0	0	0	0	0	0
The medicine is very pricy and prozac is $5 generic.	0	0	0	0	0	0
I had been on prozac 15 years with mild side effects.	0	0	0	0	0	0
I will stick with that.	0	0	0	0	0	0
Check out the other options before you chose cymbalta.	0	0	0	0	0	0
nonstop headache, constipation, racing thoughts, insomnia, annoying muscle twitches at night, and an all-around lack of well being.	1	0	0	0	0	0
Bad Drug!	0	0	0	0	0	0
Cymbalta only work for short period of time (months).	0	0	1	1	0	0
After nearly a year, I started to feel very very weak and easily tired.	1	0	0	0	0	0
My doctor and I decided to stop taking it.	0	0	0	0	0	0
The withdrawal side effects especially brain flashes or brain zap was VERY PAINFUL even though I tapered off the medication .	0	1	0	0	0	0
I would NOT recommend taking this medication.	0	0	0	0	0	0
The withdrawal side effects is worse than the starting side effects.	0	1	0	0	0	0
I felt like a drug addict that could not function without the medication.	0	1	0	0	0	0
Bad Drug!	0	0	0	0	0	0
Difficulty Urinating; Very Tired and Listless All Day After Taking Dose; Nausea; No Taste For Food; General Apathy.	1	0	0	0	0	0
I was on this pill at 30mg a day for 7 days before the Dr. told me to take 60mg a day.	0	0	0	0	0	0
I could hardly eat, and just sat on the couch everyday staring at the tv.	1	0	0	0	0	0
It made my anxiety worse and I was quicker to anger than usual.	1	0	0	1	1	1
I found that I just did not care about anyone or anything anymore.	1	0	0	0	0	0
I would not reccommend this drug to anyone with anxiety issues, as it was not a very big help.	0	0	0	1	1	0
Typical side-effects as body/brain adjusted but my issues are associated with discontinuing this medication.	1	1	0	0	0	0
Horrible withdrawal !	0	1	0	0	0	0
"My Dr. didn't address the issue when he prescribed this medicine and when I told him I didn't want to take it any longer, he said only, ""skip a day in between doses for a couple of weeks"" to discontinue."	0	0	0	0	0	0
I skipped 1 day and got so sick, I was constantly nauseated, gagging, and threw up for three days which caused me to loose the capsule (in the toilet) on the days I was suppose to take it.	0	1	0	0	0	0
I have very significant issues with thermo-regulation which leads to a feeling of burning, followed by profuse sweating.	0	1	0	0	0	0
I have brain zaps that feel like electrical shocks and result in jerking and spasms.	0	1	0	0	0	0
The overwhelming fatigue is almost as bad as the vomiting.	0	1	0	0	0	0
I have been dizzy and now as I progress into withdrawal, I am becoming more agitated, negative and morose.	0	1	0	0	0	0
"I decided to quit trying to ""skip a day"" and now open the capsule and divide the beads in half, assuming that I am reducing my dose to 15 MG/day."	0	0	0	0	0	0
This is nasty-nasty stuff and I would not recommend it to anyone.	0	0	0	0	0	0
I am so thankful that I decided to dis-continue now rather than waiting until I had been on it for over a year or taking a higher dose.	0	0	0	0	0	0
Hopefully, I will pull through this in another couple of weeks.	0	0	0	0	0	0
but never-never again.	0	0	0	0	0	0
I do not understand how something this bad can be acceptable but many pain medications are not.	0	0	0	0	0	0
Lilly knew, failed to disclose, and lied about the number of patients reporting adverse effects upon stopping.	0	0	0	0	0	0
they now, place the blame on Dr(s), saying	0	0	0	0	0	0
Insomnia, dizzy, anxiety, dry mouth, muscle aches, lack of concentraction, memory loss, whole body is numb.	1	0	0	0	0	0
I have been on pazil for 7 yrs.	0	0	0	0	0	0
Worked very well with minimal side effects but felt my anxiety was starting to get worse.	1	0	0	0	1	1
I am tapering off pazil.	0	0	0	0	0	0
Second week added 30 mg of cymbalta.	0	0	0	0	0	0
Third week added 60 mg of cymbalta.	0	0	0	0	0	0
Every one reacts different to medication but the side effects are so bad that I am going to call dr. To stop taking it.	1	0	0	0	0	0
Good luck if u decide to take cymbalta.	0	0	0	0	0	0
Uncontrolable crying, dark thoughts, exploded at anyone who looked at me wrong, gained 40+ pounds within 4 months.	1	0	0	0	0	0
shall I continue?	0	0	0	0	0	0
I never knew in a million years that I would be afraid of myself.	1	0	0	0	0	0
What I mean is that during the 4 months I was taking Cymbalta, I almost took my life.	0	0	0	0	0	0
I was on a different AD before this and the doctor switched it to this.	0	0	0	0	0	0
After being hospitalized, my new doctor put me back on the previous AD which I can honestly say saved my life.	1	0	0	0	0	0
CONSTANT HEADACHE, HAIR LOSS, & EXTREME WEIGHT GAIN.	1	0	0	0	0	0
EIGHTEEN YEARS AGO, MY SON SUDDENLY DIED AT AGE 32)  FOUR YEARS LATER, I COULD NOT DEAL WITH IT ANYMORE.	0	0	0	0	0	0
I TRIED SUICIDE, BUT WHEN THAT DIDN'T WORK, I FELL COMPLETELY APART.	0	0	0	0	1	0
I WAS PUT IN THE HOSPITAL, & AFTER THE DOCTORS CHECKED EVERYTHING THEY KNEW, A PSYCHIATRIST WAS CALLED IN & AFTER ONLY 2 VISITS, HE PUT ME ON CLONAZEPAM, NEURONTIN, & ZOLOFT.	0	0	0	0	0	0
I HAVE TAKEN THESE MEDS FOR ABOUT 13 YEARS UNTIL I STARTED HAVING LEG ACHES AT NIGHT.	0	0	0	0	0	0
ABOUT 7 MONTHS AGO, MY REGULAR DOCTOR CHANGED OUT THE ZOLOFT FOR CYMBALTA.	0	0	0	0	0	0
IT IMMEDIATELY TOOK CARE OF THE LEG PROBLEMS & I SLEPT VERY WELL.	0	0	0	0	0	0
THEN, I STARTED NOTICING THINGS HAPPENING ALL AT ONCE.	0	0	0	0	0	0
MY HAIR WAS SHEDDING AT AN UNUSUAL RATE, I WAS HAVING A DULL HEADACHE CONSTANTLY.	1	0	0	0	0	0
LIKE 24/7, & I HAVE PUT ON AT LEAST 30 LBS IN THE LAST 6 MONTHS, ALTHOUGH I HAVE NOT CHANGED MY EATING HABITS.	1	0	0	0	0	0
I DID NOT EVEN SUSPECT THAT IT WAS ONE OF MY MEDS UNTIL MY DAUGHTER, WHO IS A REGISTERED NURSE, SUGGESTED THAT I LOOK UP ALL OF THEM & SEE WHAT THE SIDE EFFECTS ARE.	0	0	0	0	0	0
WHEN I GOT TO CYMBALTA.	0	0	0	0	0	0
THERE THEY WERE.	0	0	0	0	0	0
ALL OF MY PROBLEMS WERE RIGHT HERE WITH SOME OF THE OTHER COMMENTS.	0	0	0	0	0	0
I SEE MY DOCTOR SOON FOR MY USUAL CHECK-UP & I WANT TO GO BACK TO ZOLOFT, BUT THE WAY SOME OF YOU DESCRIBE WITHDRAWAL, I'M REALLY SCARED.	0	0	0	0	0	0
I DON'T EVER WANT TO FEEL LIKE I DID BEFORE I STARTED ON THE MEDS.	0	0	0	0	0	0
PLEASE SEND ME YOUR SUGGESTIONS AS TO WHAT YOU THINK I SHOULD DO.	0	0	0	0	0	0
Brain zaps; grinding my teeth; night sweats; constant shaking of my hands and limbs; not being able to stop my Head going into tremours; insomnia; constant fatigue; headaches; hair falling out; forgetfulness; sore jaw etc - you name it I got them all badly !	1	0	0	0	0	0
I think it is the worst thing I have ever taken - for almost a year I have tried to take it hinking it would help or blaming my body for the effects and now I have come to realise it is this drug / poison.	0	0	0	0	0	0
I think people should be warned and that surely after all the blogs about Cymbalata that are negative that the Testing results of this drug should be investigated.	0	0	0	0	0	0
Some blogs have hundreds of negative comments - something doesn't smell right - how did this pass clinical trials ?	0	0	0	0	0	0
I am now trying to wean off it am in my second week of hell.	0	0	0	0	0	0
Insomnia headaches nightmares.	1	0	0	0	0	0
I started taking cymbalta 2 months ago.	0	0	0	0	0	0
